23:34:51.749 > Stop |  | servo turn 90 degree | gripper off
23:43:31.560 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:31.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:31.800 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:31.920 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:32.040 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:32.160 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:32.280 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:32.400 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:32.520 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:32.640 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:32.760 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:32.880 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.000 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.120 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.240 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.360 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.480 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.600 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.720 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.840 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:33.960 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:34.080 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:34.200 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:34.320 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:34.440 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:34.560 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:34.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:34.800 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:34.920 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:35.040 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:35.160 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:35.280 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:35.400 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:35.520 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:35.640 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:35.760 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:35.880 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.000 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.120 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.240 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.360 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.480 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.600 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.720 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.840 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:36.960 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:37.080 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:37.200 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:37.320 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:37.440 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:37.560 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:37.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:37.800 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:37.920 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:38.040 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:38.160 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:38.287 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:38.400 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:38.520 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:38.640 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:38.760 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:38.880 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.000 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.120 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.240 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.360 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.480 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.600 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.720 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.840 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:39.960 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:40.080 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:40.200 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:40.320 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:40.440 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:40.560 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:40.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:40.800 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:40.920 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:41.040 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:41.160 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:41.280 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:41.400 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:41.520 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:41.640 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:41.760 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:41.880 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.000 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.120 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.240 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.360 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.480 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.600 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.720 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.840 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:42.960 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:43.080 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:43.200 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:43.320 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:43.440 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:43.560 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:43.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:43.800 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:43.920 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:44.040 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:44.160 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:44.280 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:44.400 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:44.520 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:44.640 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:44.760 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:44.880 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.000 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.120 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.480 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.600 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.720 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:45.960 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:46.080 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:46.200 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:46.320 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:46.440 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:46.560 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:46.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:46.800 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:46.920 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:47.040 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:47.160 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:47.280 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:47.400 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:47.520 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:47.640 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:47.760 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:47.880 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.000 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.120 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.240 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.360 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.480 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.600 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.720 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.840 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:48.960 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:49.080 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:49.200 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:49.320 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:49.440 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:49.560 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:49.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:49.800 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:49.920 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.040 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.400 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.640 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.760 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.880 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:50.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:51.120 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:51.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:51.360 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:51.480 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:51.600 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:51.720 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:51.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:51.960 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:52.080 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:52.200 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:52.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:52.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:52.560 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:52.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:52.800 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:52.920 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.040 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.160 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.400 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.520 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.760 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.880 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:53.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:54.120 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:54.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:54.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:54.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:54.600 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:54.720 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:54.840 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:54.960 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:55.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:55.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:55.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:55.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:55.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:55.680 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:55.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:55.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.520 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:56.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:57.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:57.240 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:57.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:57.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:57.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:57.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:57.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:57.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:58.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:58.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:58.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:58.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:58.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:58.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:58.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:58.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.291 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:43:59.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:00.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:00.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:00.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:00.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:00.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:00.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:00.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:00.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:01.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:01.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:01.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:01.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:01.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:01.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:01.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:01.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:02.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:03.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:03.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:03.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:03.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:03.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:03.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:03.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:03.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:04.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:04.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:04.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:04.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:04.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:04.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:04.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:04.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:05.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:06.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:06.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:06.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:06.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:06.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:06.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:06.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:06.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:07.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:07.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:07.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:07.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:07.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:07.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:07.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:07.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:08.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:09.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:09.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:09.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:09.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:09.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:09.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:09.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:09.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:10.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:10.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:10.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:10.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:10.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:10.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:10.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:10.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:11.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:12.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:12.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:12.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:12.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:12.599 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:12.719 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:12.839 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:12.959 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:13.079 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:13.199 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:13.319 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:13.439 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:13.559 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:13.679 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:13.799 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:13.919 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.039 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.159 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.279 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.399 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.519 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.639 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.759 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.879 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:14.999 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:15.119 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:15.239 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:15.359 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:44:15.479 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
